Epoch 1, STEP: 10, LOSS: 5.9111, ACCURACY: edges: 0.630, class: 0.510, size: 0.533, charge: 0.706
Epoch 1, STEP: 20, LOSS: 5.7234, ACCURACY: edges: 0.630, class: 0.510, size: 0.498, charge: 0.735
Epoch 2, STEP: 6, LOSS: 5.6773, ACCURACY: edges: 0.631, class: 0.515, size: 0.487, charge: 0.783
Epoch 2, STEP: 16, LOSS: 5.3679, ACCURACY: edges: 0.629, class: 0.533, size: 0.489, charge: 0.768
Epoch 3, STEP: 2, LOSS: 5.1354, ACCURACY: edges: 0.630, class: 0.614, size: 0.487, charge: 0.745
Epoch 3, STEP: 12, LOSS: 4.9738, ACCURACY: edges: 0.630, class: 0.649, size: 0.479, charge: 0.733
Epoch 3, STEP: 22, LOSS: 4.8107, ACCURACY: edges: 0.638, class: 0.654, size: 0.496, charge: 0.725
Epoch 4, STEP: 8, LOSS: 4.7280, ACCURACY: edges: 0.643, class: 0.647, size: 0.507, charge: 0.726
Epoch 4, STEP: 18, LOSS: 4.6710, ACCURACY: edges: 0.656, class: 0.636, size: 0.519, charge: 0.740
Epoch 5, STEP: 4, LOSS: 4.6501, ACCURACY: edges: 0.660, class: 0.627, size: 0.528, charge: 0.736
Epoch 5, STEP: 14, LOSS: 4.6041, ACCURACY: edges: 0.672, class: 0.630, size: 0.531, charge: 0.731
Epoch 5, STEP: 24, LOSS: 4.5620, ACCURACY: edges: 0.677, class: 0.633, size: 0.535, charge: 0.736
Epoch 6, STEP: 10, LOSS: 4.5269, ACCURACY: edges: 0.683, class: 0.634, size: 0.539, charge: 0.739
Epoch 6, STEP: 20, LOSS: 4.4779, ACCURACY: edges: 0.692, class: 0.633, size: 0.547, charge: 0.740
Epoch 7, STEP: 6, LOSS: 4.4460, ACCURACY: edges: 0.691, class: 0.636, size: 0.550, charge: 0.737
Epoch 7, STEP: 16, LOSS: 4.6165, ACCURACY: edges: 0.634, class: 0.633, size: 0.545, charge: 0.742
Epoch 8, STEP: 2, LOSS: 4.4817, ACCURACY: edges: 0.676, class: 0.636, size: 0.556, charge: 0.751
