Epoch 1, STEP: 100, LOSS: 7.1967, ACCURACY: edges: 0.653, class: 0.346, size: 0.388, charge: 0.823
Epoch 1, STEP: 200, LOSS: 6.4538, ACCURACY: edges: 0.684, class: 0.459, size: 0.380, charge: 0.781
Epoch 1, STEP: 300, LOSS: 5.6381, ACCURACY: edges: 0.740, class: 0.580, size: 0.383, charge: 0.767
Epoch 1, STEP: 400, LOSS: 4.8853, ACCURACY: edges: 0.776, class: 0.680, size: 0.386, charge: 0.773
Epoch 1, STEP: 500, LOSS: 4.5181, ACCURACY: edges: 0.801, class: 0.724, size: 0.386, charge: 0.837
Epoch 1, STEP: 600, LOSS: 4.0787, ACCURACY: edges: 0.827, class: 0.778, size: 0.388, charge: 0.932
Epoch 1, STEP: 700, LOSS: 3.8847, ACCURACY: edges: 0.848, class: 0.799, size: 0.385, charge: 0.944
Epoch 1, STEP: 800, LOSS: 3.7556, ACCURACY: edges: 0.840, class: 0.841, size: 0.390, charge: 0.963
Epoch 1, STEP: 900, LOSS: 3.5048, ACCURACY: edges: 0.869, class: 0.861, size: 0.387, charge: 0.967
Epoch 1, STEP: 1000, LOSS: 3.3664, ACCURACY: edges: 0.881, class: 0.876, size: 0.387, charge: 0.973
Epoch 1, STEP: 1100, LOSS: 3.3420, ACCURACY: edges: 0.883, class: 0.883, size: 0.387, charge: 0.980
Epoch 1, STEP: 1200, LOSS: 3.1917, ACCURACY: edges: 0.902, class: 0.895, size: 0.385, charge: 0.987
Epoch 1, STEP: 1300, LOSS: 3.1354, ACCURACY: edges: 0.909, class: 0.896, size: 0.391, charge: 0.986
Epoch 1, STEP: 1400, LOSS: 3.1021, ACCURACY: edges: 0.906, class: 0.901, size: 0.392, charge: 0.986
Epoch 1, STEP: 1500, LOSS: 3.0006, ACCURACY: edges: 0.920, class: 0.907, size: 0.391, charge: 0.988
Epoch 1, STEP: 1600, LOSS: 3.0202, ACCURACY: edges: 0.913, class: 0.909, size: 0.389, charge: 0.989
Epoch 1, STEP: 1700, LOSS: 3.0872, ACCURACY: edges: 0.912, class: 0.902, size: 0.391, charge: 0.986
Epoch 1, STEP: 1800, LOSS: 2.8972, ACCURACY: edges: 0.928, class: 0.914, size: 0.394, charge: 0.987
Epoch 1, STEP: 1900, LOSS: 2.8816, ACCURACY: edges: 0.929, class: 0.915, size: 0.393, charge: 0.988
Epoch 1, STEP: 2000, LOSS: 3.2864, ACCURACY: edges: 0.881, class: 0.898, size: 0.392, charge: 0.984
Epoch 1, STEP: 2100, LOSS: 2.8436, ACCURACY: edges: 0.929, class: 0.920, size: 0.396, charge: 0.988
Epoch 1, STEP: 2200, LOSS: 2.8298, ACCURACY: edges: 0.929, class: 0.920, size: 0.398, charge: 0.987
Epoch 1, STEP: 2300, LOSS: 2.7928, ACCURACY: edges: 0.934, class: 0.922, size: 0.398, charge: 0.987
Epoch 1, STEP: 2400, LOSS: 2.7844, ACCURACY: edges: 0.934, class: 0.923, size: 0.398, charge: 0.989
Epoch 1, STEP: 2500, LOSS: 2.8335, ACCURACY: edges: 0.933, class: 0.921, size: 0.400, charge: 0.990
Epoch 1, STEP: 2600, LOSS: 2.7320, ACCURACY: edges: 0.940, class: 0.925, size: 0.406, charge: 0.989
Epoch 1, STEP: 2700, LOSS: 2.7052, ACCURACY: edges: 0.942, class: 0.927, size: 0.408, charge: 0.991
Epoch 1, STEP: 2800, LOSS: 2.6894, ACCURACY: edges: 0.942, class: 0.928, size: 0.413, charge: 0.990
Epoch 1, STEP: 2900, LOSS: 2.6734, ACCURACY: edges: 0.945, class: 0.928, size: 0.416, charge: 0.987
Epoch 1, STEP: 3000, LOSS: 2.6715, ACCURACY: edges: 0.943, class: 0.931, size: 0.415, charge: 0.989
Epoch 1, STEP: 3100, LOSS: 2.6304, ACCURACY: edges: 0.947, class: 0.932, size: 0.421, charge: 0.988
Epoch 1, STEP: 3200, LOSS: 3.2092, ACCURACY: edges: 0.909, class: 0.879, size: 0.398, charge: 0.982
Epoch 2, STEP: 100, LOSS: 2.6493, ACCURACY: edges: 0.949, class: 0.930, size: 0.422, charge: 0.986
Epoch 2, STEP: 200, LOSS: 2.6124, ACCURACY: edges: 0.949, class: 0.932, size: 0.425, charge: 0.988
Epoch 2, STEP: 300, LOSS: 2.6203, ACCURACY: edges: 0.947, class: 0.934, size: 0.429, charge: 0.989
Epoch 2, STEP: 400, LOSS: 2.5724, ACCURACY: edges: 0.949, class: 0.936, size: 0.432, charge: 0.990
Epoch 2, STEP: 500, LOSS: 2.5672, ACCURACY: edges: 0.947, class: 0.937, size: 0.437, charge: 0.989
Epoch 2, STEP: 600, LOSS: 2.5438, ACCURACY: edges: 0.951, class: 0.938, size: 0.437, charge: 0.989
Epoch 2, STEP: 700, LOSS: 2.5222, ACCURACY: edges: 0.951, class: 0.940, size: 0.439, charge: 0.990
Epoch 2, STEP: 800, LOSS: 2.5489, ACCURACY: edges: 0.945, class: 0.940, size: 0.437, charge: 0.990
Epoch 2, STEP: 900, LOSS: 2.5024, ACCURACY: edges: 0.952, class: 0.942, size: 0.443, charge: 0.991
Epoch 2, STEP: 1000, LOSS: 2.5615, ACCURACY: edges: 0.950, class: 0.938, size: 0.440, charge: 0.991
Epoch 2, STEP: 1100, LOSS: 2.4655, ACCURACY: edges: 0.955, class: 0.944, size: 0.449, charge: 0.992
Epoch 2, STEP: 1200, LOSS: 2.4464, ACCURACY: edges: 0.954, class: 0.945, size: 0.452, charge: 0.992
Epoch 2, STEP: 1300, LOSS: 2.4637, ACCURACY: edges: 0.948, class: 0.947, size: 0.454, charge: 0.994
Epoch 2, STEP: 1400, LOSS: 2.4098, ACCURACY: edges: 0.956, class: 0.948, size: 0.457, charge: 0.994
Epoch 2, STEP: 1500, LOSS: 2.4079, ACCURACY: edges: 0.955, class: 0.950, size: 0.455, charge: 0.995
Epoch 2, STEP: 1600, LOSS: 2.4700, ACCURACY: edges: 0.950, class: 0.949, size: 0.457, charge: 0.994
Epoch 2, STEP: 1700, LOSS: 2.3693, ACCURACY: edges: 0.957, class: 0.952, size: 0.465, charge: 0.996
Epoch 2, STEP: 1800, LOSS: 2.3648, ACCURACY: edges: 0.955, class: 0.953, size: 0.469, charge: 0.995
Epoch 2, STEP: 1900, LOSS: 2.3332, ACCURACY: edges: 0.957, class: 0.955, size: 0.474, charge: 0.996
Epoch 2, STEP: 2000, LOSS: 2.3282, ACCURACY: edges: 0.958, class: 0.956, size: 0.478, charge: 0.996
Epoch 2, STEP: 2100, LOSS: 2.3338, ACCURACY: edges: 0.956, class: 0.956, size: 0.478, charge: 0.996
Epoch 2, STEP: 2200, LOSS: 3.3618, ACCURACY: edges: 0.894, class: 0.858, size: 0.417, charge: 0.981
Epoch 2, STEP: 2300, LOSS: 2.3511, ACCURACY: edges: 0.959, class: 0.953, size: 0.478, charge: 0.996
Epoch 2, STEP: 2400, LOSS: 2.3138, ACCURACY: edges: 0.958, class: 0.955, size: 0.485, charge: 0.996
Epoch 2, STEP: 2500, LOSS: 2.2980, ACCURACY: edges: 0.956, class: 0.956, size: 0.490, charge: 0.996
Epoch 2, STEP: 2600, LOSS: 2.2746, ACCURACY: edges: 0.958, class: 0.957, size: 0.493, charge: 0.997
Epoch 2, STEP: 2700, LOSS: 2.2798, ACCURACY: edges: 0.958, class: 0.957, size: 0.500, charge: 0.997
Epoch 2, STEP: 2800, LOSS: 2.2486, ACCURACY: edges: 0.959, class: 0.958, size: 0.501, charge: 0.996
Epoch 2, STEP: 2900, LOSS: 2.2118, ACCURACY: edges: 0.961, class: 0.958, size: 0.509, charge: 0.997
Epoch 2, STEP: 3000, LOSS: 2.2079, ACCURACY: edges: 0.962, class: 0.959, size: 0.512, charge: 0.996
Epoch 2, STEP: 3100, LOSS: 2.1800, ACCURACY: edges: 0.963, class: 0.959, size: 0.516, charge: 0.996
Epoch 2, STEP: 3200, LOSS: 2.1640, ACCURACY: edges: 0.962, class: 0.961, size: 0.517, charge: 0.997
Epoch 3, STEP: 100, LOSS: 2.7150, ACCURACY: edges: 0.933, class: 0.922, size: 0.459, charge: 0.995
Epoch 3, STEP: 200, LOSS: 2.1522, ACCURACY: edges: 0.964, class: 0.960, size: 0.525, charge: 0.996
